method,p_sel,q_sel,n,theta,detK,bias_mean,bias_sd,rmse,cover_95,se_mean,feasible_rate,lam_median
lambda-OR,0.99,0.7,10000,0.4,0.69,-0.009981039389402042,0.08732682159345312,0.08514089238613053,0.6875,0.0502957007563293,1.0,0.0
lambda-OR,0.99,0.7,10000,0.7,0.69,0.027696292800373626,0.11336436114531154,0.11320488334939822,0.5,0.05179827001336173,1.0,0.0
lambda-OR,0.99,0.7,10000,1.1,0.69,-0.013585125124240517,0.09052135650444851,0.08869351362463826,0.6875,0.05384351031005547,1.0,0.0
lambda-OR,0.99,0.7,10000,1.4,0.69,-0.028896211951419427,0.13362308120786634,0.13256761824502108,0.6875,0.056453552231790445,1.0,0.0
lambda-OR,0.99,0.7,20000,0.25,0.69,0.016015512040615253,0.05161058890373923,0.05247543432385234,0.8125,0.035621777832445356,1.0,0.0
lambda-OR,0.99,0.7,20000,0.4,0.69,-0.017742718786557896,0.07352190441979889,0.07336506387653656,0.8125,0.03551929689593246,1.0,0.0
lambda-OR,0.99,0.7,20000,0.7,0.69,0.017371366497013638,0.05793249589913786,0.05872118506134065,0.6875,0.03659998646566338,1.0,0.0
lambda-OR,0.99,0.7,20000,1.1,0.69,0.007677227035664452,0.09971428009696165,0.09685269158241809,0.75,0.03838675701711892,1.0,0.0
lambda-OR,0.99,0.7,20000,1.4,0.69,0.024509917939158424,0.08071368712224941,0.0819040088194612,0.5625,0.040226473623508924,1.0,0.0
lambda-OR,0.99,0.7,35000,0.25,0.69,-0.012796974702735808,0.03584135983758526,0.036987537689900034,0.875,0.026775790861545384,1.0,0.0
lambda-OR,0.99,0.7,35000,0.4,0.69,0.011020895479498319,0.0481531014545506,0.0479088848036719,0.6875,0.02704954700690949,1.0,0.0
lambda-OR,0.99,0.7,35000,0.7,0.69,0.0013843835843130453,0.045777988807288644,0.044345961044341395,0.6875,0.027632721658321927,1.0,0.0
lambda-OR,0.99,0.7,35000,1.1,0.69,0.009910858216568529,0.06323645473173643,0.06202536773117867,0.6875,0.028949873398969567,1.0,0.0
lambda-OR,0.99,0.7,35000,1.4,0.69,-0.012696354671053442,0.04870469466289929,0.04883733714077315,0.8125,0.030349384018647785,1.0,0.0
lambda-OR,0.99,0.7,50000,0.25,0.69,0.00166124036784694,0.03874167205674776,0.03754822966802586,0.75,0.022509387065275506,1.0,0.0
lambda-OR,0.99,0.7,50000,0.4,0.69,-0.00432971505374085,0.05405836862650118,0.05252056216231277,0.75,0.02257359587904502,1.0,0.0
lambda-OR,0.99,0.7,50000,0.7,0.69,-0.009495388054256551,0.028436220903413235,0.02912460106790137,0.875,0.02308809808874452,1.0,0.0
lambda-OR,0.99,0.7,50000,1.1,0.69,0.005473533237273745,0.04624155625096415,0.04510652386660581,0.6875,0.024251357528757823,1.0,0.0
lambda-OR,0.99,0.7,50000,1.4,0.69,0.028006131835782558,0.05580105722836337,0.060856318767804424,0.5625,0.02562525783193952,1.0,0.0
lambda-OR,0.99,0.8,5000,0.25,0.79,-0.049033122311682026,0.09284668618504198,0.10240103770570178,0.8125,0.07108908101306369,1.0,0.0
lambda-OR,0.99,0.8,5000,0.4,0.79,-0.005103566465849599,0.12623995898155055,0.12233781378464281,0.75,0.07135865058432138,1.0,0.0
lambda-OR,0.99,0.8,5000,0.7,0.79,-0.014793697760361026,0.10254550945761022,0.1003853134625563,0.75,0.07364997503118098,1.0,0.0
lambda-OR,0.99,0.8,5000,1.1,0.79,-0.031004206987225225,0.09886881493891844,0.1006248640141624,0.875,0.07597259278375657,1.0,0.0
lambda-OR,0.99,0.8,5000,1.4,0.79,0.018004085653936408,0.15413045503269213,0.1503182688357688,0.6875,0.0809445382522544,1.0,0.0
lambda-OR,0.99,0.8,10000,0.25,0.79,0.003727766945127258,0.09703186068535272,0.09402462103196706,0.75,0.05030245018010304,1.0,0.0
lambda-OR,0.99,0.8,10000,0.4,0.79,0.014487579828881509,0.09889794414509594,0.0968472669499084,0.625,0.05075787152982825,1.0,0.0
lambda-OR,0.99,0.8,10000,0.7,0.79,0.009666986964481539,0.07611731696125704,0.07433156265689322,0.8125,0.05165336469666333,1.0,0.0
lambda-OR,0.99,0.8,10000,1.1,0.79,0.007651644803847481,0.09219952727876889,0.08959912637258757,0.75,0.05428537923569254,1.0,0.0
lambda-OR,0.99,0.8,10000,1.4,0.79,0.02037117484201549,0.07515785655108999,0.075568804431548,0.875,0.057072234293470026,1.0,0.0
lambda-OR,0.99,0.8,20000,0.25,0.79,-0.001002367284334284,0.06413937462420143,0.06211077125815118,0.5625,0.035440449746862245,1.0,0.0
lambda-OR,0.99,0.8,20000,0.4,0.79,-0.01504963286449389,0.04329061306610457,0.04453581486026487,0.9375,0.035621453993272136,1.0,0.0
lambda-OR,0.99,0.8,20000,0.7,0.79,-0.01819483605859471,0.04468780068181108,0.04693867401584043,0.875,0.03655399542846211,1.0,0.0
lambda-OR,0.99,0.8,20000,1.1,0.79,-0.006788615974491999,0.06463213928254506,0.06294693515829455,0.6875,0.038135294455741264,1.0,0.0
lambda-OR,0.99,0.8,20000,1.4,0.79,0.016963350437925545,0.07623013707238725,0.07573374045810184,0.625,0.04045301768740975,1.0,0.0
lambda-OR,0.99,0.8,35000,0.25,0.79,0.008351414025199217,0.038737880405939076,0.03842630002249215,0.8125,0.026849277813827767,1.0,0.0
lambda-OR,0.99,0.8,35000,0.4,0.79,-0.012115505528553495,0.04650278304555707,0.046627647412861996,0.625,0.027052235099239985,1.0,0.0
lambda-OR,0.99,0.8,35000,0.7,0.79,0.002423159399514728,0.046260022958650435,0.04485657218125224,0.75,0.02762644750975177,1.0,0.0
lambda-OR,0.99,0.8,35000,1.1,0.79,0.020049716084866914,0.06199376778844636,0.06328520093120976,0.625,0.0291380289991601,1.0,0.0
lambda-OR,0.99,0.8,35000,1.4,0.79,0.01715304581511197,0.0629621635459514,0.06333005914826911,0.6875,0.03047523404691922,1.0,0.0
lambda-OR,0.99,0.8,50000,0.25,0.79,0.009297795707461698,0.02630568825252869,0.027114367267271195,0.9375,0.022454776759321296,1.0,0.0
lambda-OR,0.99,0.8,50000,0.4,0.79,-0.0008893907943602619,0.04136515485050634,0.04006151269677124,0.75,0.022561861864273582,1.0,0.0
lambda-OR,0.99,0.8,50000,0.7,0.79,0.0018999264730891821,0.021654420087307728,0.021052707915809588,0.9375,0.02310154692813648,1.0,0.0
lambda-OR,0.99,0.8,50000,1.1,0.79,-0.0029576788050457853,0.03405363626624016,0.03310468052908255,0.9375,0.024191567802874094,1.0,0.0
lambda-OR,0.99,0.8,50000,1.4,0.79,0.019302691438312508,0.047872179337388805,0.05021060997555073,0.625,0.02561522018068869,1.0,0.0
lambda-OR,0.99,0.9,5000,0.25,0.8900000000000001,0.0034991017268856135,0.10927108031012756,0.10585911459590308,0.75,0.07099531796925315,1.0,0.0
lambda-OR,0.99,0.9,5000,0.4,0.8900000000000001,0.022936692167642388,0.04916947966445558,0.05284531407714327,1.0,0.07168822987145716,1.0,0.0
lambda-OR,0.99,0.9,5000,0.7,0.8900000000000001,0.03910862242909225,0.07465853086470844,0.08218888042033505,0.9375,0.07351073719675746,1.0,0.0
lambda-OR,0.99,0.9,5000,1.1,0.8900000000000001,0.006531411254834064,0.10932148952968819,0.10605139391543913,0.875,0.07690521013886284,1.0,0.0
lambda-OR,0.99,0.9,5000,1.4,0.8900000000000001,0.03555976232734169,0.09854220556568352,0.10182412573730804,0.9375,0.08119396061245833,1.0,0.0
lambda-OR,0.99,0.9,10000,0.25,0.8900000000000001,-0.012192252944806675,0.05726286498373296,0.05676924348959832,0.875,0.050301286020832635,1.0,0.0
lambda-OR,0.99,0.9,10000,0.4,0.8900000000000001,-0.007455816223623169,0.04995672798680488,0.04894164075469202,1.0,0.0505127687470279,1.0,0.0
lambda-OR,0.99,0.9,10000,0.7,0.8900000000000001,-0.023301523232820094,0.07327479365360176,0.07467651343217929,0.75,0.05147974933585554,1.0,0.0
lambda-OR,0.99,0.9,10000,1.1,0.8900000000000001,0.01943146772371166,0.08185450693183845,0.08160258711515302,0.75,0.05454041895853179,1.0,0.0
lambda-OR,0.99,0.9,10000,1.4,0.8900000000000001,-0.007391472613563738,0.11297850589381207,0.10964040193637706,0.6875,0.0566063096936314,1.0,0.0
lambda-OR,0.99,0.9,20000,0.25,0.8900000000000001,-0.0009986262983220796,0.04265383636821227,0.04131147118660916,0.9375,0.03554920449644486,1.0,0.0
lambda-OR,0.99,0.9,20000,0.4,0.8900000000000001,0.0002773002018693592,0.0476177974273106,0.04610656800002653,0.9375,0.035607240577769,1.0,0.0
lambda-OR,0.99,0.9,20000,0.7,0.8900000000000001,-0.0016872824265070224,0.055281571025013874,0.05355273812834736,0.6875,0.036498732258076476,1.0,0.0
lambda-OR,0.99,0.9,20000,1.1,0.8900000000000001,0.0053094141154708605,0.06253571008238705,0.06078227721991545,0.6875,0.038219227186432204,1.0,0.0
lambda-OR,0.99,0.9,20000,1.4,0.8900000000000001,0.01432824449762421,0.04952265993217521,0.050045095381257926,0.875,0.04025364841675036,1.0,0.0
lambda-OR,0.99,0.9,35000,0.25,0.8900000000000001,0.0010562854950867291,0.04313141183099244,0.04177516615973404,0.8125,0.026855535624409684,1.0,0.0
lambda-OR,0.99,0.9,35000,0.4,0.8900000000000001,0.0031491512969395764,0.03637441375759038,0.0353598855567488,0.8125,0.02704789943995154,1.0,0.0
lambda-OR,0.99,0.9,35000,0.7,0.8900000000000001,-0.006724619578888834,0.03462060747688185,0.03418911108335273,0.8125,0.027526735174807762,1.0,0.0
lambda-OR,0.99,0.9,35000,1.1,0.8900000000000001,-0.0251295072922509,0.0356926993275382,0.042729824162485844,0.8125,0.028802927961435354,1.0,0.0
lambda-OR,0.99,0.9,35000,1.4,0.8900000000000001,-0.01000454295532803,0.040824483913404576,0.040774556541010885,0.8125,0.030262042221950093,1.0,0.0
lambda-OR,0.99,0.9,50000,0.25,0.8900000000000001,-0.01223332103985412,0.020836668282159514,0.023594182910117757,0.9375,0.022472020255970997,1.0,0.0
lambda-OR,0.99,0.9,50000,0.4,0.8900000000000001,0.007610877762869107,0.022637308684266184,0.02320226757795273,0.875,0.02256742726122584,1.0,0.0
lambda-OR,0.99,0.9,50000,0.7,0.8900000000000001,-0.00298129930496549,0.03779863574834207,0.03671959907126425,0.75,0.02306688629610568,1.0,0.0
lambda-OR,0.99,0.9,50000,1.1,0.8900000000000001,-0.0006367485689944691,0.030642166408129275,0.02967598209473673,1.0,0.024215587137357615,1.0,0.0
lambda-OR,0.99,0.9,50000,1.4,0.8900000000000001,0.009261052719290716,0.03727364546792914,0.037259347196831716,0.8125,0.02548821656970224,1.0,0.0
lambda-OR,0.99,0.95,5000,0.25,0.94,0.026613535493347138,0.08382321322651816,0.08541349808342842,0.875,0.07120983726125596,1.0,0.0
lambda-OR,0.99,0.95,5000,0.4,0.94,0.01252265294391083,0.0780983615670763,0.07664829604269789,0.875,0.07157048942951902,1.0,0.0
lambda-OR,0.99,0.95,5000,0.7,0.94,0.016439851147894605,0.10101490142528542,0.09917927390010756,0.8125,0.07296762386371196,1.0,0.0
lambda-OR,0.99,0.95,5000,1.1,0.94,0.0027806553352894905,0.11584890973742783,0.11220468489989602,0.875,0.0765523297341183,1.0,0.0
lambda-OR,0.99,0.95,5000,1.4,0.94,-0.02777505534414018,0.10959042292862561,0.1096853941835028,0.8125,0.08037337218345977,1.0,0.0
lambda-OR,0.99,0.95,10000,0.25,0.94,0.009314369037780846,0.052027561561969915,0.05122934154394584,0.875,0.05021855302024579,1.0,0.0
lambda-OR,0.99,0.95,10000,0.4,0.94,-0.017476076843723244,0.05266399561524465,0.05390330387717501,0.875,0.05039610201797502,1.0,0.0
lambda-OR,0.99,0.95,10000,0.7,0.94,-0.0027640808029531505,0.05968963809606997,0.057860303600331835,1.0,0.05161013188730132,1.0,0.0
lambda-OR,0.99,0.95,10000,1.1,0.94,-0.02673342285735092,0.05828850801036065,0.06244901262921771,0.9375,0.05386347334557491,1.0,0.0
lambda-OR,0.99,0.95,10000,1.4,0.94,0.013646824284646489,0.06952185414305745,0.06868364800901695,0.8125,0.0573785933467826,1.0,0.0
lambda-OR,0.99,0.95,20000,0.25,0.94,0.00039596190872310394,0.04954623469096756,0.04797456953566462,0.9375,0.035540819168344374,1.0,0.0
lambda-OR,0.99,0.95,20000,0.4,0.94,-0.00215588175441234,0.03265021434732139,0.031686859137616694,1.0,0.035687144308335354,1.0,0.0
lambda-OR,0.99,0.95,20000,0.7,0.94,0.02006640519896421,0.038079788345177855,0.041977392790604744,0.875,0.03647753175358,1.0,0.0
lambda-OR,0.99,0.95,20000,1.1,0.94,0.0040422936516850555,0.03713771125494788,0.036184929672362816,1.0,0.03832305793374339,1.0,0.0
lambda-OR,0.99,0.95,20000,1.4,0.94,0.008652505001063612,0.04036093986686823,0.04002572257994631,0.875,0.04028869278797375,1.0,0.0
lambda-OR,0.99,0.95,35000,0.25,0.94,0.0017738454917780987,0.030964193586601574,0.030033381128636776,0.9375,0.02687878790756789,1.0,0.0
lambda-OR,0.99,0.95,35000,0.4,0.94,-0.006656392679855152,0.017990953743867777,0.018648118647307158,1.0,0.026943938025522376,1.0,0.0
lambda-OR,0.99,0.95,35000,0.7,0.94,0.006690026654445867,0.037581638971558085,0.03699813941523203,0.8125,0.027581255086771138,1.0,0.0
lambda-OR,0.99,0.95,35000,1.1,0.94,-0.011233536951261183,0.039967897347241516,0.040296223391870216,0.875,0.028887555866485868,1.0,0.0
lambda-OR,0.99,0.95,35000,1.4,0.94,-0.0035269834601795447,0.029092785059591387,0.028388912817229193,1.0,0.03038655603400072,1.0,0.0
lambda-OR,0.99,0.95,50000,0.25,0.94,0.0036297433616065654,0.02272518519578323,0.0223009405949022,1.0,0.022427622191215604,1.0,0.0
lambda-OR,0.99,0.95,50000,0.4,0.94,-0.0019308860755990857,0.018998386517057382,0.01849617104018372,1.0,0.022585992960063285,1.0,0.0
lambda-OR,0.99,0.95,50000,0.7,0.94,-0.00212783549781681,0.027524583822104955,0.026735374110428974,1.0,0.023088525410858644,1.0,0.0
lambda-OR,0.99,0.95,50000,1.1,0.94,-0.0037747490963264962,0.030893504317690477,0.03014973966227868,0.9375,0.024197383802126625,1.0,0.0
lambda-OR,0.99,0.95,50000,1.4,0.94,-0.010563024876322644,0.03093984296199175,0.03176510285507473,0.875,0.025368908023515505,1.0,0.0
naive,0.85,0.6,5000,0.25,0.44999999999999996,-0.18223110085477132,0.058316865550575886,0.19077860827647328,0.1875,0.05659905885002077,1.0,0.0
naive,0.85,0.6,5000,0.4,0.44999999999999996,-0.25646545884534516,0.03957091104123692,0.25931163205465213,0.0,0.05661717824233097,1.0,0.0
naive,0.85,0.6,5000,0.7,0.44999999999999996,-0.5042812018831975,0.06784675693477563,0.5085420475218037,0.0,0.05665492387067885,1.0,0.0
naive,0.85,0.6,5000,1.1,0.44999999999999996,-0.8100576989082571,0.0638565643771069,0.8124138616331642,0.0,0.05673454640074895,1.0,0.0
naive,0.85,0.6,5000,1.4,0.44999999999999996,-1.0288214458991112,0.06314423761108838,1.0306364842241689,0.0,0.05683038672643864,1.0,0.0
naive,0.85,0.6,10000,0.25,0.44999999999999996,-0.19379017670883983,0.030367335631805922,0.1960080909557873,0.0,0.040014814120545326,1.0,0.0
naive,0.85,0.6,10000,0.4,0.44999999999999996,-0.3065899774580777,0.034411970349936205,0.30839517911220526,0.0,0.04001812531418543,1.0,0.0
naive,0.85,0.6,10000,0.7,0.44999999999999996,-0.5153393552921518,0.03731402406208155,0.5166042648683369,0.0,0.04004977191134612,1.0,0.0
naive,0.85,0.6,10000,1.1,0.44999999999999996,-0.8056546894468487,0.035480043077354126,0.8063867775412868,0.0,0.04011550686444235,1.0,0.0
naive,0.85,0.6,10000,1.4,0.44999999999999996,-1.0264991126326934,0.034215610327162804,1.027033576362715,0.0,0.04018535512015949,1.0,0.0
naive,0.85,0.6,20000,0.25,0.44999999999999996,-0.17181260888469324,0.02549144311040284,0.17357641800983448,0.0,0.028297165517987045,1.0,0.0
naive,0.85,0.6,20000,0.4,0.44999999999999996,-0.30552806158122126,0.03243905257838991,0.30713827551690887,0.0,0.028298701132167724,1.0,0.0
naive,0.85,0.6,20000,0.7,0.44999999999999996,-0.49823945417151305,0.03908592369020187,0.49967467544835986,0.0,0.028326498441409213,1.0,0.0
naive,0.85,0.6,20000,1.1,0.44999999999999996,-0.7942232232194099,0.02780251331083241,0.7946793043821372,0.0,0.028373713491804845,1.0,0.0
naive,0.85,0.6,20000,1.4,0.44999999999999996,-1.0210951078015074,0.021174251882013523,1.0213009087972125,0.0,0.028417555471109905,1.0,0.0
naive,0.85,0.6,35000,0.25,0.44999999999999996,-0.17626236991582964,0.018935128674698987,0.17721329931089175,0.0,0.021388379146999665,1.0,0.0
naive,0.85,0.6,35000,0.4,0.44999999999999996,-0.286302321173192,0.020819062366822745,0.28701108494642963,0.0,0.02139369115658523,1.0,0.0
naive,0.85,0.6,35000,0.7,0.44999999999999996,-0.49831431354072236,0.024717291326486087,0.49888868050840995,0.0,0.02141274253082375,1.0,0.0
naive,0.85,0.6,35000,1.1,0.44999999999999996,-0.7965858712911957,0.020496410644602083,0.7968330419617297,0.0,0.021447502954688738,1.0,0.0
naive,0.85,0.6,35000,1.4,0.44999999999999996,-1.023617416543425,0.0157643728205658,1.0237312140820023,0.0,0.02148017238628583,1.0,0.0
naive,0.85,0.6,50000,0.25,0.44999999999999996,-0.1893847842735743,0.02003350223529522,0.19037556014473506,0.0,0.01789393953786073,1.0,0.0
naive,0.85,0.6,50000,0.4,0.44999999999999996,-0.28300350007631303,0.016720102148462174,0.2834661712758822,0.0,0.01790016548381488,1.0,0.0
naive,0.85,0.6,50000,0.7,0.44999999999999996,-0.5009460640205179,0.013523362655658747,0.5011171622600552,0.0,0.017914729344260066,1.0,0.0
naive,0.85,0.6,50000,1.1,0.44999999999999996,-0.7989789399443087,0.014166605411344707,0.7990966749330815,0.0,0.01794278753340876,1.0,0.0
naive,0.85,0.6,50000,1.4,0.44999999999999996,-1.018680478393066,0.012214378577401762,1.0187491269507454,0.0,0.017974509920892126,1.0,0.0
naive,0.85,0.7,5000,0.25,0.5499999999999998,-0.16217122451611526,0.06354010359471597,0.1734488880854582,0.1875,0.05751704783117183,1.0,0.0
naive,0.85,0.7,5000,0.4,0.5499999999999998,-0.2591004719362819,0.056262728371834776,0.2647653786821583,0.0,0.057530573645530665,1.0,0.0
naive,0.85,0.7,5000,0.7,0.5499999999999998,-0.4650503903208194,0.037270249807351954,0.46644841096117484,0.0,0.05762010837349623,1.0,0.0
naive,0.85,0.7,5000,1.1,0.5499999999999998,-0.7350714776489439,0.06253410454599559,0.7375609699170033,0.0,0.05776126729060351,1.0,0.0
naive,0.85,0.7,5000,1.4,0.5499999999999998,-0.9297750744581199,0.061083954653638674,0.9316543004274559,0.0,0.05793647127087918,1.0,0.0
naive,0.85,0.7,10000,0.25,0.5499999999999998,-0.1604246629752044,0.0471856110903288,0.1668034749826954,0.0625,0.04068623047130739,1.0,0.0
naive,0.85,0.7,10000,0.4,0.5499999999999998,-0.2414487053533288,0.03312666194333736,0.24356984022059766,0.0,0.0406886361824796,1.0,0.0
naive,0.85,0.7,10000,0.7,0.5499999999999998,-0.44922573332779986,0.043824263910650044,0.45122532088691897,0.0,0.04074144632353837,1.0,0.0
naive,0.85,0.7,10000,1.1,0.5499999999999998,-0.723375470246385,0.04053611146743788,0.7244394721205305,0.0,0.040883370719928605,1.0,0.0
naive,0.85,0.7,10000,1.4,0.5499999999999998,-0.9306907195007311,0.03553984629909389,0.9313266631518539,0.0,0.04097908193569922,1.0,0.0
naive,0.85,0.7,20000,0.25,0.5499999999999998,-0.15819789821327762,0.025514423513634452,0.16011519038923067,0.0,0.028759538598437405,1.0,0.0
naive,0.85,0.7,20000,0.4,0.5499999999999998,-0.2575276846102198,0.030364314253239273,0.25920045417980264,0.0,0.028775597918635033,1.0,0.0
naive,0.85,0.7,20000,0.7,0.5499999999999998,-0.44574656708834426,0.02778479082610453,0.4465576637005752,0.0,0.028828635103572826,1.0,0.0
naive,0.85,0.7,20000,1.1,0.5499999999999998,-0.7202761136192021,0.034547656878983896,0.7210524420310707,0.0,0.02889496112580697,1.0,0.0
naive,0.85,0.7,20000,1.4,0.5499999999999998,-0.9189004669039124,0.027954639474703714,0.9192990202200961,0.0,0.02899592166380878,1.0,0.0
naive,0.85,0.7,35000,0.25,0.5499999999999998,-0.16368151082799576,0.01884494283564797,0.1646953949432382,0.0,0.02173826586591031,1.0,0.0
naive,0.85,0.7,35000,0.4,0.5499999999999998,-0.2533907410861803,0.02433544713976613,0.25448392538916437,0.0,0.021750608049972666,1.0,0.0
naive,0.85,0.7,35000,0.7,0.5499999999999998,-0.45296104886279276,0.024518048808428356,0.4535827108526272,0.0,0.021786600461288316,1.0,0.0
naive,0.85,0.7,35000,1.1,0.5499999999999998,-0.7249928197778304,0.023882897167209,0.7253615181121346,0.0,0.021843274074650018,1.0,0.0
naive,0.85,0.7,35000,1.4,0.5499999999999998,-0.9334025215963496,0.025127734713680537,0.9337195551575028,0.0,0.02190723898174841,1.0,0.0
naive,0.85,0.7,50000,0.25,0.5499999999999998,-0.16195101343908103,0.0119064542021095,0.16236081478418107,0.0,0.01819497106336921,1.0,0.0
naive,0.85,0.7,50000,0.4,0.5499999999999998,-0.2668046834166817,0.015265111515379525,0.2672137697533646,0.0,0.01819610876761948,1.0,0.0
naive,0.85,0.7,50000,0.7,0.5499999999999998,-0.4501928255033838,0.020413945441728584,0.45062652355380384,0.0,0.01822585240834659,1.0,0.0
naive,0.85,0.7,50000,1.1,0.5499999999999998,-0.7167447363274254,0.01333472947604287,0.7168610176492598,0.0,0.01828090753241725,1.0,0.0
naive,0.85,0.7,50000,1.4,0.5499999999999998,-0.9192593144723759,0.01488296816774534,0.9193722565230918,0.0,0.01833005655094792,1.0,0.0
naive,0.85,0.8,5000,0.25,0.6499999999999999,-0.15256606082107343,0.05323316977950461,0.16103745723102653,0.25,0.06021796069493442,1.0,0.0
naive,0.85,0.8,5000,0.4,0.6499999999999999,-0.21288692867594167,0.06931133052904123,0.22321436144892168,0.125,0.06015719762076607,1.0,0.0
naive,0.85,0.8,5000,0.7,0.6499999999999999,-0.35506987512609856,0.051121941208980524,0.35850345645541104,0.0,0.060472566633107856,1.0,0.0
naive,0.85,0.8,5000,1.1,0.6499999999999999,-0.6068105804368529,0.06362584522469993,0.6099297608736459,0.0,0.060829134274338496,1.0,0.0
naive,0.85,0.8,5000,1.4,0.6499999999999999,-0.8043080295696388,0.05469711548737227,0.8060497472055734,0.0,0.06106114693733413,1.0,0.0
naive,0.85,0.8,10000,0.25,0.6499999999999999,-0.14988324207198442,0.05053229249730505,0.15766706790727636,0.125,0.04261907797773287,1.0,0.0
naive,0.85,0.8,10000,0.4,0.6499999999999999,-0.23198052842299458,0.03722661131005231,0.23476407810861874,0.0,0.04260829628437854,1.0,0.0
naive,0.85,0.8,10000,0.7,0.6499999999999999,-0.3697925991009041,0.04649467581082383,0.372522766483652,0.0,0.04268879916024777,1.0,0.0
naive,0.85,0.8,10000,1.1,0.6499999999999999,-0.612217933507237,0.03249226451651454,0.6130257426551878,0.0,0.04294570048745647,1.0,0.0
naive,0.85,0.8,10000,1.4,0.6499999999999999,-0.7891299359443733,0.05150195159014381,0.7907039449962069,0.0,0.04321804931226575,1.0,0.0
naive,0.85,0.8,20000,0.25,0.6499999999999999,-0.1363434989685595,0.027584528457913995,0.13893487425083276,0.0,0.03010134218506762,1.0,0.0
naive,0.85,0.8,20000,0.4,0.6499999999999999,-0.22548657383064225,0.03011287073735691,0.227363818362605,0.0,0.0300981563023809,1.0,0.0
naive,0.85,0.8,20000,0.7,0.6499999999999999,-0.3765129468237612,0.03439620610935582,0.3779830081279579,0.0,0.030234008442766903,1.0,0.0
naive,0.85,0.8,20000,1.1,0.6499999999999999,-0.6086276731246938,0.028596675121613378,0.609257173701664,0.0,0.030394945205483186,1.0,0.0
naive,0.85,0.8,20000,1.4,0.6499999999999999,-0.7809790688821553,0.024036324290431028,0.7813257591184971,0.0,0.03058693555008745,1.0,0.0
naive,0.85,0.8,35000,0.25,0.6499999999999999,-0.13523106105979205,0.01647175624711436,0.1361682826766389,0.0,0.022750880294763916,1.0,0.0
naive,0.85,0.8,35000,0.4,0.6499999999999999,-0.2111345340389529,0.019782165539920668,0.21200157347931178,0.0,0.022770930479098672,1.0,0.0
naive,0.85,0.8,35000,0.7,0.6499999999999999,-0.37451381801088457,0.02062977889290364,0.37504611506078417,0.0,0.022835680670767435,1.0,0.0
naive,0.85,0.8,35000,1.1,0.6499999999999999,-0.6025188762339051,0.021005108663680473,0.60286203637007,0.0,0.022967961521032247,1.0,0.0
naive,0.85,0.8,35000,1.4,0.6499999999999999,-0.7858365929256756,0.025914520732733082,0.786237076534038,0.0,0.023104375097090457,1.0,0.0
naive,0.85,0.8,50000,0.25,0.6499999999999999,-0.13522690848788627,0.020407261448467707,0.13666288661896525,0.0,0.01903692430389429,1.0,0.0
naive,0.85,0.8,50000,0.4,0.6499999999999999,-0.21192728520474094,0.022110905948898876,0.21300589338329373,0.0,0.019072763828528128,1.0,0.0
naive,0.85,0.8,50000,0.7,0.6499999999999999,-0.3757864975815356,0.02140200837862078,0.37635742300979147,0.0,0.019114323984104613,1.0,0.0
naive,0.85,0.8,50000,1.1,0.6499999999999999,-0.6162440771475401,0.018094048020648065,0.6164930616254622,0.0,0.0192126273576162,1.0,0.0
naive,0.85,0.8,50000,1.4,0.6499999999999999,-0.7862837709896774,0.013248614895779887,0.7863884052782779,0.0,0.019324274799180932,1.0,0.0
naive,0.85,0.9,5000,0.25,0.75,-0.07078492814877979,0.05992222007216504,0.09152464959100544,0.875,0.0655911278774214,1.0,0.0
naive,0.85,0.9,5000,0.4,0.75,-0.10384621688584325,0.06885918958178046,0.12340695078477126,0.6875,0.06547753924182555,1.0,0.0
naive,0.85,0.9,5000,0.7,0.75,-0.23939380547641034,0.06657895521541957,0.24792156834008147,0.0625,0.06590613882813477,1.0,0.0
naive,0.85,0.9,5000,1.1,0.75,-0.4199041913320071,0.0679522477840022,0.42502757984441925,0.0,0.06726248104223807,1.0,0.0
naive,0.85,0.9,5000,1.4,0.75,-0.567933962326519,0.04633834132958687,0.5697034534069051,0.0,0.06773369022482306,1.0,0.0
naive,0.85,0.9,10000,0.25,0.75,-0.08436284447412412,0.044142330909720175,0.0945719346306003,0.5625,0.046306309028482255,1.0,0.0
naive,0.85,0.9,10000,0.4,0.75,-0.15694316238634246,0.047512797384642355,0.16354672272911128,0.125,0.046325781832959434,1.0,0.0
naive,0.85,0.9,10000,0.7,0.75,-0.26546188456467185,0.047175151369712134,0.2693629774703833,0.0,0.046570253966631704,1.0,0.0
naive,0.85,0.9,10000,1.1,0.75,-0.4191987179206966,0.05462930670599179,0.42252266647552117,0.0,0.047316660929165796,1.0,0.0
naive,0.85,0.9,10000,1.4,0.75,-0.5624017450398968,0.042163538399159706,0.5638815270481136,0.0,0.04809208271301805,1.0,0.0
naive,0.85,0.9,20000,0.25,0.75,-0.09124022947514837,0.026604744148964497,0.09480692807072488,0.1875,0.032649565119253536,1.0,0.0
naive,0.85,0.9,20000,0.4,0.75,-0.16023961507795947,0.024979562954723804,0.16205466406556637,0.0,0.03275517658631221,1.0,0.0
naive,0.85,0.9,20000,0.7,0.75,-0.2656136294246147,0.03690441193169269,0.26800637078228023,0.0,0.033001888738874975,1.0,0.0
naive,0.85,0.9,20000,1.1,0.75,-0.42623275391308063,0.029708489264634,0.42720228545364364,0.0,0.03343987899059843,1.0,0.0
