feature,beta_true,logOR_true,a,b,c,d,a_obs,b_obs,c_obs,d_obs,logOR_naive,se_naive,p_naive,logOR_lambda,se_lambda,p_lambda,a_hat,b_hat,c_hat,d_hat
2477,-0.011149745817491001,-0.01683840669406656,149501,150397,150866,149236,164372,135526,165584,134518,-0.014811901947912303,0.005189942947828134,0.004317764347492667,-0.027997824816036247,0.0052918285086372965,1.2180531996086252e-07,143067.01298701295,142550.12987012987,145164.6753246753,140646.75324675324
2478,0.04284152043815666,0.032399050331998816,151441,148662,148908,150989,165986,134117,164610,135287,0.01701024475216531,0.005191083449187402,0.001049833681453459,0.03214216215177972,0.005292103447592848,1.250677700762317e-09,145895.0649350649,139917.316017316,143500.2597402597,142115.93073593074
2479,0.006818159602698412,0.0004932402481606214,150064,149978,149985,149973,164963,135079,165037,134921,-0.001618849666235597,0.0051899846838283125,0.7551028390193198,-0.003059879180818595,0.005291713641642883,0.5631022643644967,144066.75324675321,141687.53246753247,144244.93506493504,141429.35064935064
2480,0.02367852773486941,0.024159999412685942,151150,149325,148863,150662,165527,134948,164563,134962,0.005944568097790724,0.005190151610978834,0.2520619716795688,0.011235621433411443,0.005291767512927279,0.033734869739806835,144867.2727272727,141299.39393939395,143608.0519480519,141653.85281385283
2481,-0.04092805502129996,-0.04220327944030806,148116,151811,151354,148719,163778,136149,165784,134289,-0.025929476422729605,0.005189335249479717,5.832405747412657e-07,-0.04902476344962285,0.005291995942102563,1.970138746777291e-20,141971.948051948,143672.81385281385,145543.3766233766,140240.4329004329
2482,-0.011445192745404028,-0.015078312912657491,149531,150346,150785,149338,164444,135433,165894,134229,-0.017708640285303813,0.005190629164699134,0.0006456958126335083,-0.03346645988490119,0.005292013079431562,2.5494971919703125e-10,143208.83116883112,142388.3116883117,145717.40259740257,140114.02597402598
2483,-0.0004892037273683436,0.0014112252874254232,150658,149813,150080,149449,165532,134939,164998,134531,0.00020300973312173612,0.005190925042534751,0.9688038163872383,0.0003836060119256509,0.005291910929688674,0.9422126568289281,144878.44155844153,141284.4155844156,144396.88311688308,140868.83116883118
2484,-0.01096569147762213,-0.017825715873159523,149145,150427,150910,149518,164509,135063,165418,135010,-0.005902792125166539,0.005189865653212236,0.25538407563704324,-0.011157675116174562,0.005291715866264111,0.03498625706538931,143485.4545454545,141821.21212121213,144693.50649350646,141428.39826839828
2485,-0.01281897594680353,-0.01538616761291286,149444,150688,150466,149402,164825,135307,165065,134803,-0.00518682979086508,0.005189797864600009,0.31758735576270447,-0.009804536564262162,0.0052916961583275475,0.06390881050576183,143769.09090909088,142070.9090909091,144342.59740259737,141245.97402597402
2486,-0.05057620636372085,-0.05762987551491264,148067,151899,152423,147611,164131,135835,166053,133981,-0.025384953877572947,0.005190413660558911,1.0045855418800482e-06,-0.04797829048894757,0.005292152666382952,1.2354471884303136e-19,142593.50649350646,143088.39826839828,146052.72727272726,139693.9393939394
2487,0.0505379142922377,0.043989921345588184,151759,148568,148133,151540,165662,134665,163655,136018,0.022185957521414338,0.0051888836623252554,1.905627755622388e-05,0.041952604073310605,0.005291846551936643,2.2309509079711266e-15,145189.61038961035,140836.1038961039,141880.2597402597,143522.5974025974
2488,0.004616140632434617,0.010343351782401793,150106,149543,149681,150670,165317,134332,164909,135442,0.010700154989744467,0.005190406557170536,0.03925294215256602,0.02022255871391168,0.005291858628259366,0.00013267078302999413,144914.54545454544,140465.45454545456,143808.05194805193,142240.5194805195
2489,-0.04502903300747904,-0.04947344918547505,147728,152139,151571,148562,163408,136459,166215,133918,-0.035828399888780615,0.0051895403081546766,5.057109158495279e-12,-0.06774044217338376,0.005292370763226096,1.6471236756435753e-37,141330.3896103896,144257.22943722946,146295.84415584413,139545.10822510824
2490,0.033485925622373514,0.03320101546353889,150985,148484,149026,151505,165198,134271,164528,136003,0.01688072482062389,0.005189570970645338,0.001142670501503709,0.031912595091430136,0.005291814016452304,1.6339380025406692e-09,144791.68831168828,140416.88311688314,143021.81818181815,143198.18181818182
2491,0.0022442851932592345,0.00434676802523378,150064,149948,149726,150262,165080,134932,164994,134994,0.000980477173634282,0.005190113767129118,0.8501614256020755,0.0018531786502930974,0.005291735843645154,0.7261867975574107,144295.0649350649,141430.64935064936,144151.1688311688,141551.6883116883
2492,0.02242680621083989,0.021429196947925434,151383,149487,148905,150225,165700,135170,164026,135104,0.009665550330072914,0.0051895377975460415,0.06253166360819354,0.01827233521782672,0.005291712633759888,0.0005543690043667667,144976.62337662332,141566.23376623378,142836.8831168831,142048.83116883118
2493,-0.005706055379196036,-0.007894986279374272,149899,150271,150321,149509,165241,134929,165117,134713,-0.0008514201813701079,0.005190614654657417,0.8697069720563654,-0.0016090031054067152,0.005291836677368069,0.7610868958351207,144505.71428571426,141370.4761904762,144456.88311688308,141095.49783549784
2494,-0.02394945528508903,-0.03389365588634023,148602,151112,151430,148856,163970,135744,165619,134667,-0.017972119993294948,0.005189322878963887,0.0005336167792879306,-0.0339786696464238,0.005291797099638945,1.3537522623984205e-10,142431.68831168828,143010.21645021645,145132.72727272724,140853.9393939394
2495,-0.023155795089346624,-0.032767020672089135,149191,151417,151040,148352,164563,136045,165336,134056,-0.019414312873788978,0.005189891734826307,0.00018344024894387722,-0.03669883591678947,0.005291917499556092,4.0655357824168835e-12,143045.4545454545,143247.87878787878,145082.59740259737,140052.6406926407
2496,0.011031226078912935,0.012721130021941147,150451,149684,149362,150503,165196,134939,164724,135141,0.00435714080940838,0.005189847720683268,0.40116029452276525,0.008236052786943573,0.0052916998955906715,0.11961071175317964,144442.07792207788,141400.77922077922,143724.1558441558,141861.55844155845
2497,0.02442122409701907,0.027678698722827154,151289,149119,148805,150787,165674,134734,164405,135187,0.011045611332277482,0.0051901436491477194,0.033321341279672935,0.02087715731337283,0.005291813155593453,7.973993729667787e-05,145169.3506493506,140933.5064935065,143285.974025974,142039.74025974027
2498,0.015619694851392588,0.023876028270222033,151212,149034,149175,150579,165612,134634,164265,135489,0.014497148108295102,0.00518980342496005,0.005215866827764768,0.027404080508854508,0.005291801493051924,2.235668983552994e-07,145140.7792207792,140807.79220779223,142947.2727272727,142532.7272727273
2499,0.020474347014086097,0.019631370141839685,151262,148987,149540,150211,165739,134510,164545,135206,0.012391127405483373,0.005190507594713445,0.016974159366830655,0.023417707865636083,0.005291899605700715,9.635350220701413e-06,145370.12987012984,140581.2987012987,143457.92207792203,142019.22077922078
2500,0.03779771042195495,0.03958764055580776,151406,148473,148558,151563,165875,134004,164184,135937,0.024568551286336712,0.00519019118906485,2.205172781739035e-06,0.04643833922683167,0.005292088083063217,1.7082746286656974e-18,145809.61038961035,139789.43722943723,142609.3506493506,143220.17316017317
2501,0.009469548042766973,0.01641112344826349,150891,148598,150173,150338,165417,134072,165212,135299,0.010350198283387131,0.00519112529096763,0.046171121402296816,0.019556954752542183,0.005292019128147833,0.00021940583241174738,145179.48051948048,140048.13852813854,144275.84415584413,141925.10822510824
2502,0.03173099413891195,0.030961824241966335,151004,149069,148609,151318,165921,134152,164641,135286,0.016161941485066264,0.00519101849620411,0.0018491807005229883,0.03053972468137084,0.005292072167425965,7.88753135030066e-09,145792.4675324675,139991.341991342,143541.03896103892,142103.72294372294
2503,0.03499553758605391,0.04249397054121589,151736,148369,148444,151451,166134,133971,164232,135663,0.024065058681017562,0.005190722658378781,3.5492872409821986e-06,0.04547901836096893,0.005292180464285149,8.426717068820351e-18,146163.11688311686,139651.16883116885,142814.02597402595,142800.25974025976
2504,0.009810221462623912,0.013859019142170812,150688,149087,149874,150351,164954,134821,164664,135561,0.007233338337704348,0.005189332566623092,0.16335201374650954,0.013675145531252961,0.005291643316419577,0.009757946067381968,144189.09090909088,141310.9090909091,143428.05194805193,142500.5194805195
2505,-0.0015493330786500207,-0.01021114907556228,149656,150977,149790,149577,165226,135407,164263,135104,0.003605216771368919,0.00518911079686512,0.48720207729677156,0.006816417996816899,0.005291602811687908,0.19769113314742526,144237.92207792206,142079.22077922078,143144.6753246753,141966.75324675324
2506,-0.012607072978421502,-0.014089604307577925,149587,150215,150842,149356,164871,134931,165372,134826,-0.0038125981157270976,0.0051904134426310365,0.4626159552386109,-0.007205445808158017,0.005291802363034775,0.17331653489992382,144024.1558441558,141501.55844155845,144729.3506493506,141173.50649350652
2507,-0.036360572872883676,-0.03581972250112094,147897,151751,150934,149418,163853,135795,165258,135094,-0.013713722764415024,0.005188485215964415,0.008214901535450153,-0.02593480065436802,0.005291639149408047,9.530629355787322e-07,142253.24675324673,143125.80086580088,144442.0779220779,141607.44588744588
2508,-0.047286722561323186,-0.04594116141374482,148645,151658,151787,147910,164632,135671,165703,133994,-0.018922097950803844,0.005190640425048103,0.0002669487468845552,-0.035759805936044234,0.005292041944366681,1.4060690221830941e-11,143329.3506493506,142673.5064935065,145591.42857142852,139834.2857142857
2509,0.04169182732426484,0.05074587274918459,152186,148045,148149,151620,166358,133873,163650,136119,0.03304989417317125,0.00519017552598485,1.9178414902098546e-10,0.06247285806749155,0.005292360468120675,3.7065836767937035e-32,146504.93506493504,139429.35064935064,141821.29870129869,143672.98701298703
2510,0.0006494661636960275,0.0080706913103669,150105,150057,149338,150500,165153,135009,164654,135184,0.004321371050120196,0.00518965126779859,0.40501954924648986,0.008168961144866439,0.00529166865197288,0.12265130531533641,144349.8701298701,141518.70129870131,143610.90909090906,141949.0909090909
2511,-0.015900239750383433,-0.022520341877454192,149046,150754,150935,149265,164546,135254,165647,134553,-0.011865130960803816,0.005190345129321078,0.022254236070837156,-0.022424732077497574,0.005291859064298036,2.2593128889861114e-05,143434.28571428568,142089.52380952382,145228.31168831166,140676.45021645023
2512,0.050017294430220564,0.0427614195895686,151560,148378,148415,151647,165746,134192,164563,135499,0.016855612784025014,0.005190575486280581,0.0011648524575531543,0.0318548120227197,0.005291985040207146,1.7501628811284705e-09,145544.41558441555,140110.82251082253,143329.09090909085,142444.24242424243
2513,0.0312736239176852,0.033906497373859604,151455,148613,148844,151088,165616,134452,164478,135454,0.014319825849046034,0.00519018221368165,0.0057974668210369045,0.02706559026037451,0.005291862908623106,3.1446056076453807e-07,145240.51948051946,140538.52813852814,143242.07792207788,142407.4458874459
2514,0.0030690198786811358,0.0038389035680982224,149858,150095,149617,150430,164899,135054,164802,135245,0.0020016549353611356,0.005189465141480684,0.6997076970988089,0.0037840820258709007,0.005291632516451107,0.4745430956157648,143996.62337662335,141672.90043290044,143771.42857142855,141987.61904761905
2515,0.03242349645188222,0.035587483971882605,151950,148930,148400,150720,166222,134658,164137,134983,0.015033365991352117,0.005190663877967025,0.0037767326930463994,0.02841020807654557,0.005291989546121086,7.938070235096531e-08,145920.51948051946,140631.86147186148,143043.89610389608,141832.2943722944
2516,-0.004580711208512059,0.0029338983884384367,149978,150064,149716,150242,165263,134779,164705,135253,0.006892824755086224,0.005189935985426815,0.18414056918997146,0.013028780105749083,0.0052917304299071105,0.013812537651805054,144612.20779220774,141142.07792207794,143641.29870129869,142032.98701298703
2517,0.01250576769080953,0.002086140374655899,149795,150389,149455,150361,165104,135080,164428,135388,0.006380307821492414,0.005189179665134714,0.21886913174808842,0.012063028608502599,0.005291617164910515,0.02262852744993136,144249.35064935064,141640.17316017317,143211.42857142855,142327.61904761905
2518,0.05785110244756896,0.05302952594736022,151902,147937,148086,152075,165931,133908,163771,136390,0.031468252982473514,0.0051896364578838125,1.3304839989686069e-09,0.059493029421686654,0.0052922170773048414,2.547004176049631e-29,145932.20779220774,139628.7445887446,141837.6623376623,144029.95670995672
2519,0.034285104171658524,0.03388940799726254,151425,149194,148265,151116,166154,134465,163952,135429,0.020484875822112808,0.005190239862690295,7.92002981089391e-05,0.03871825807059262,0.005292002866218159,2.547660635422245e-13,145932.4675324675,140371.341991342,142571.948051948,142552.81385281385
2520,-0.006950838169338903,-0.00875450674345408,149359,149857,150800,149984,164547,134669,165981,134803,-0.007682520182246453,0.00519093745872523,0.1388767044235352,-0.014517054586643752,0.005291955253113934,0.006083791028668205,143739.4805194805,141228.13852813854,145532.20779220774,140928.7445887446
2521,0.02306858989031096,0.016278136537428548,150351,149235,149544,150870,165243,134343,165205,135209,0.006655464720940804,0.005190787791839905,0.19978353527599746,0.012576825741134298,0.005291902458291854,0.017472215781762845,144812.72727272724,140507.27272727274,144313.50649350646,141795.06493506493
2522,0.038241632072191514,0.036801600578712214,151364,148744,148496,151396,166105,134003,164000,135892,0.026751865037226878,0.005190285360988047,2.546907817106091e-07,0.05056419051611875,0.005292168158254874,1.2414362091730691e-21,146108.83116883115,139708.3116883117,142393.7662337662,143217.66233766233
